observation_id,structure_solvent_group_id,fold
2411,SSG_003636,3
2412,SSG_003636,3
2413,SSG_003636,3
2414,SSG_003636,3
2415,SSG_003699,2
2416,SSG_003704,3
2417,SSG_003705,1
2418,SSG_003705,1
2419,SSG_003705,1
2420,SSG_003705,1
2421,SSG_003744,4
2422,SSG_003744,4
2423,SSG_003746,0
2424,SSG_003746,0
2425,SSG_003746,0
2426,SSG_003713,3
2427,SSG_003693,1
2428,SSG_003692,0
2429,SSG_003691,2
2430,SSG_003691,2
2431,SSG_003656,2
2432,SSG_003657,4
2433,SSG_003655,1
2434,SSG_003655,1
2435,SSG_002967,0
2436,SSG_002941,4
2437,SSG_003400,2
2438,SSG_003066,2
2439,SSG_003720,2
2440,SSG_003720,2
2441,SSG_003720,2
2442,SSG_003720,2
2443,SSG_003720,2
2444,SSG_003720,2
2445,SSG_003720,2
2446,SSG_003720,2
2447,SSG_003726,3
2448,SSG_003726,3
2449,SSG_003726,3
2450,SSG_003726,3
2451,SSG_003726,3
2452,SSG_003726,3
2453,SSG_003696,1
2454,SSG_002903,2
2455,SSG_002903,2
2456,SSG_002903,2
2457,SSG_003947,0
2458,SSG_002942,4
2459,SSG_002942,4
2460,SSG_002942,4
2461,SSG_003030,1
2462,SSG_002990,3
2463,SSG_002903,2
2464,SSG_002990,3
2465,SSG_003067,4
2466,SSG_002904,4
2467,SSG_003019,1
2468,SSG_003942,0
2469,SSG_004043,1
2470,SSG_003307,1
2471,SSG_003307,1
2472,SSG_003307,1
2473,SSG_003308,0
2474,SSG_003313,4
2475,SSG_003271,2
2476,SSG_003271,2
2477,SSG_003272,3
2478,SSG_003271,2
2479,SSG_003287,2
2480,SSG_003287,2
2481,SSG_003287,2
2482,SSG_003281,1
2483,SSG_003281,1
2484,SSG_003281,1
2485,SSG_003281,1
2486,SSG_003298,1
2487,SSG_003283,3
2488,SSG_003288,4
2489,SSG_003288,4
2490,SSG_004049,2
2491,SSG_004049,2
2492,SSG_003312,4
2493,SSG_003290,1
2494,SSG_003301,0
2495,SSG_003285,3
2496,SSG_003274,0
2497,SSG_003274,0
2498,SSG_003274,0
2499,SSG_003284,0
2500,SSG_003284,0
2501,SSG_003296,3
2502,SSG_003296,3
2503,SSG_003309,0
2504,SSG_003277,4
2505,SSG_003277,4
2506,SSG_003277,4
2507,SSG_003286,1
2508,SSG_003286,1
2509,SSG_003314,3
2510,SSG_003299,0
2511,SSG_003299,0
2512,SSG_003277,4
2513,SSG_003310,2
2514,SSG_003278,4
2515,SSG_003297,4
2516,SSG_003311,3
2517,SSG_003300,3
2518,SSG_003342,1
2519,SSG_000183,1
2520,SSG_000315,3
2521,SSG_002891,2
2522,SSG_001302,1
2523,SSG_002892,2
2524,SSG_003061,1
2525,SSG_003014,2
2526,SSG_000198,4
2527,SSG_002906,1
2528,SSG_002907,2
2529,SSG_003020,2
2530,SSG_003021,1
2531,SSG_002971,4
2532,SSG_002972,1
2533,SSG_002961,0
2534,SSG_002962,3
2535,SSG_002897,3
2536,SSG_002897,3
2537,SSG_002744,2
2538,SSG_002749,3
2539,SSG_002743,1
2540,SSG_002895,4
2541,SSG_002930,3
2542,SSG_002930,3
2543,SSG_002748,0
2544,SSG_003758,1
2545,SSG_003762,3
2546,SSG_002945,1
2547,SSG_002908,3
2548,SSG_002908,3
2549,SSG_002908,3
2550,SSG_002925,1
2551,SSG_002925,1
2552,SSG_002925,1
2553,SSG_002926,4
2554,SSG_003003,1
2555,SSG_003003,1
2556,SSG_003005,0
2557,SSG_003025,4
2558,SSG_003025,4
2559,SSG_003026,0
2560,SSG_002958,4
2561,SSG_002959,2
2562,SSG_003077,4
2563,SSG_003068,0
2564,SSG_002955,0
2565,SSG_003015,3
2566,SSG_003015,3
2567,SSG_003079,2
2568,SSG_003079,2
2569,SSG_001293,3
2570,SSG_002912,3
2571,SSG_002912,3
2572,SSG_001291,3
2573,SSG_001291,3
2574,SSG_001287,2
2575,SSG_001287,2
2576,SSG_001287,2
2577,SSG_003032,2
2578,SSG_003033,4
2579,SSG_002948,1
2580,SSG_002776,0
2581,SSG_002940,2
2582,SSG_002935,2
2583,SSG_002775,3
2584,SSG_002775,3
2585,SSG_002994,1
2586,SSG_002994,1
2587,SSG_002994,1
2588,SSG_002994,1
2589,SSG_002992,0
2590,SSG_002983,4
2591,SSG_002983,4
2592,SSG_002983,4
2593,SSG_002988,1
2594,SSG_002988,1
2595,SSG_002988,1
2596,SSG_002988,1
2597,SSG_001292,0
2598,SSG_002914,4
2599,SSG_002914,4
2600,SSG_002914,4
2601,SSG_002914,4
2602,SSG_002914,4
2603,SSG_002950,4
2604,SSG_002950,4
2605,SSG_002950,4
2606,SSG_002950,4
2607,SSG_003515,3
2608,SSG_003606,0
2609,SSG_003581,4
2610,SSG_003641,0
2611,SSG_001307,4
2612,SSG_003022,3
2613,SSG_003070,1
2614,SSG_003038,2
2615,SSG_003038,2
2616,SSG_003038,2
2617,SSG_000185,0
2618,SSG_002199,2
2619,SSG_002198,1
2620,SSG_002053,2
2621,SSG_002053,2
2622,SSG_002054,3
2623,SSG_002053,2
2624,SSG_002053,2
2625,SSG_002053,2
2626,SSG_002053,2
2627,SSG_002054,3
2628,SSG_002053,2
2629,SSG_002053,2
2630,SSG_002053,2
2631,SSG_002053,2
2632,SSG_002053,2
2633,SSG_002053,2
2634,SSG_002157,4
2635,SSG_002157,4
2636,SSG_002157,4
2637,SSG_002157,4
2638,SSG_002157,4
2639,SSG_002157,4
2640,SSG_002471,0
2641,SSG_002484,1
2642,SSG_002469,3
2643,SSG_002469,3
2644,SSG_002469,3
2645,SSG_002469,3
2646,SSG_002482,4
2647,SSG_002482,4
2648,SSG_002482,4
2649,SSG_002482,4
2650,SSG_002568,0
2651,SSG_002581,4
2652,SSG_002581,4
2653,SSG_002581,4
2654,SSG_002112,1
2655,SSG_002901,0
2656,SSG_002160,2
2657,SSG_002260,3
2658,SSG_002260,3
2659,SSG_002271,2
2660,SSG_002271,2
2661,SSG_002569,4
2662,SSG_003631,1
2663,SSG_003558,4
2664,SSG_003559,1
2665,SSG_003558,4
2666,SSG_003559,1
2667,SSG_003561,0
2668,SSG_003738,3
2669,SSG_003731,1
2670,SSG_002096,1
2671,SSG_002188,0
2672,SSG_002188,0
2673,SSG_002188,0
2674,SSG_002582,0
2675,SSG_003883,2
2676,SSG_002345,2
2677,SSG_002745,4
2678,SSG_002486,1
2679,SSG_002570,1
2680,SSG_002057,1
2681,SSG_002057,1
2682,SSG_002057,1
2683,SSG_002057,1
2684,SSG_002057,1
2685,SSG_002057,1
2686,SSG_002161,4
2687,SSG_002161,4
2688,SSG_002162,1
2689,SSG_002472,4
2690,SSG_002485,2
2691,SSG_002316,0
2692,SSG_002312,1
2693,SSG_003638,1
2694,SSG_003572,0
2695,SSG_003506,2
2696,SSG_003580,3
2697,SSG_003660,4
2698,SSG_003661,4
2699,SSG_003669,1
2700,SSG_003670,2
2701,SSG_003665,0
2702,SSG_002099,2
2703,SSG_002099,2
2704,SSG_002099,2
2705,SSG_002474,2
2706,SSG_002487,3
2707,SSG_002487,3
2708,SSG_002190,2
2709,SSG_002190,2
2710,SSG_002190,2
2711,SSG_002099,2
2712,SSG_002474,2
2713,SSG_002896,0
2714,SSG_002929,2
2715,SSG_003697,0
2716,SSG_003727,1
2717,SSG_002905,0
2718,SSG_003509,4
2719,SSG_003635,4
2720,SSG_003603,1
2721,SSG_003603,1
2722,SSG_003640,4
2723,SSG_003617,2
2724,SSG_003616,4
2725,SSG_003690,3
2726,SSG_003648,0
2727,SSG_003648,0
2728,SSG_003685,3
2729,SSG_003685,3
2730,SSG_003934,3
2731,SSG_003934,3
2732,SSG_003935,4
2733,SSG_003934,3
2734,SSG_003934,3
2735,SSG_003934,3
2736,SSG_003934,3
2737,SSG_003934,3
2738,SSG_003934,3
2739,SSG_003935,4
2740,SSG_003935,4
2741,SSG_003934,3
2742,SSG_003934,3
2743,SSG_003934,3
2744,SSG_003934,3
2745,SSG_003928,2
2746,SSG_003928,2
2747,SSG_003931,0
2748,SSG_003930,4
2749,SSG_002102,3
2750,SSG_002475,2
2751,SSG_002571,1
2752,SSG_002939,1
2753,SSG_002937,3
2754,SSG_003723,0
2755,SSG_003723,0
2756,SSG_003723,0
2757,SSG_003723,0
2758,SSG_003725,2
2759,SSG_003725,2
2760,SSG_003718,1
2761,SSG_003718,1
2762,SSG_003718,1
2763,SSG_003718,1
2764,SSG_003719,0
2765,SSG_003719,0
2766,SSG_003719,0
2767,SSG_002902,3
2768,SSG_003181,0
2769,SSG_003181,0
2770,SSG_003181,0
2771,SSG_003181,0
2772,SSG_003169,1
2773,SSG_003169,1
2774,SSG_003169,1
2775,SSG_003169,1
2776,SSG_003169,1
2777,SSG_003169,1
2778,SSG_003169,1
2779,SSG_003169,1
2780,SSG_003169,1
2781,SSG_003175,4
2782,SSG_003175,4
2783,SSG_003175,4
2784,SSG_003175,4
2785,SSG_003175,4
2786,SSG_003195,1
2787,SSG_003195,1
2788,SSG_003195,1
2789,SSG_003183,3
2790,SSG_003183,3
2791,SSG_003183,3
2792,SSG_003197,3
2793,SSG_003186,3
2794,SSG_003176,0
2795,SSG_003294,1
2796,SSG_003182,0
2797,SSG_003184,2
2798,SSG_003192,0
2799,SSG_003189,1
2800,SSG_003185,4
2801,SSG_003185,4
2802,SSG_003194,0
2803,SSG_003194,0
2804,SSG_003194,0
2805,SSG_003194,0
2806,SSG_003282,2
2807,SSG_003263,3
2808,SSG_003279,3
2809,SSG_003173,3
2810,SSG_003173,3
2811,SSG_003178,2
2812,SSG_003178,2
2813,SSG_003196,2
2814,SSG_003196,2
2815,SSG_003196,2
2816,SSG_003191,3
2817,SSG_003190,2
2818,SSG_003201,2
2819,SSG_003187,0
2820,SSG_003173,3
2821,SSG_003153,0
2822,SSG_003266,2
2823,SSG_004033,2
2824,SSG_004033,2
2825,SSG_003174,4
2826,SSG_003179,3
2827,SSG_003276,3
2828,SSG_003295,2
2829,SSG_003339,2
2830,SSG_003341,3
2831,SSG_003338,2
2832,SSG_003340,3
2833,SSG_003345,0
2834,SSG_000186,1
2835,SSG_000710,0
2836,SSG_002889,3
2837,SSG_002920,0
2838,SSG_003010,2
2839,SSG_001204,4
2840,SSG_001204,4
2841,SSG_002741,4
2842,SSG_002052,1
2843,SSG_002052,1
2844,SSG_002567,3
2845,SSG_002468,3
2846,SSG_002259,3
2847,SSG_002478,0
2848,SSG_002564,1
2849,SSG_002466,1
2850,SSG_002014,3
2851,SSG_002924,1
2852,SSG_002764,0
2853,SSG_002917,3
2854,SSG_000456,2
2855,SSG_002125,4
2856,SSG_002578,2
2857,SSG_002154,0
2858,SSG_002579,2
2859,SSG_002750,3
2860,SSG_002751,4
2861,SSG_002911,0
2862,SSG_002911,0
2863,SSG_002947,3
2864,SSG_002947,3
2865,SSG_002947,3
2866,SSG_002932,4
2867,SSG_001277,0
2868,SSG_001274,4
2869,SSG_002296,3
2870,SSG_002297,4
2871,SSG_002296,3
2872,SSG_002949,0
2873,SSG_002949,0
2874,SSG_002949,0
2875,SSG_002949,0
2876,SSG_004017,4
2877,SSG_002913,1
2878,SSG_002109,2
2879,SSG_002110,0
2880,SSG_002109,2
2881,SSG_004036,4
2882,SSG_002467,2
2883,SSG_002467,2
2884,SSG_002479,3
2885,SSG_002980,2
2886,SSG_002028,3
2887,SSG_002016,3
2888,SSG_002017,4
2889,SSG_002016,3
2890,SSG_002361,3
2891,SSG_003457,2
2892,SSG_002111,2
2893,SSG_002129,2
2894,SSG_002129,2
2895,SSG_002343,4
2896,SSG_002343,4
2897,SSG_002344,0
2898,SSG_002943,0
2899,SSG_002251,3
2900,SSG_002252,4
2901,SSG_002566,4
2902,SSG_002098,3
2903,SSG_002098,3
2904,SSG_003023,4
2905,SSG_002481,1
2906,SSG_002480,4
2907,SSG_002326,2
2908,SSG_002212,4
2909,SSG_002116,3
2910,SSG_002115,1
2911,SSG_002572,4
2912,SSG_002476,0
2913,SSG_003782,2
2914,SSG_002115,1
2915,SSG_002572,4
2916,SSG_002489,3
2917,SSG_002490,4
2918,SSG_002029,0
2919,SSG_002293,0
2920,SSG_002956,1
2921,SSG_003035,3
2922,SSG_003007,0
2923,SSG_003041,4
2924,SSG_002894,1
2925,SSG_003016,4
2926,SSG_003062,3
2927,SSG_002213,0
2928,SSG_002213,0
2929,SSG_002213,0
2930,SSG_002213,0
2931,SSG_002213,0
2932,SSG_002118,2
2933,SSG_002118,2
2934,SSG_002118,2
2935,SSG_002118,2
2936,SSG_002585,0
2937,SSG_002585,0
2938,SSG_002585,0
2939,SSG_002574,2
2940,SSG_002477,1
2941,SSG_002315,2
2942,SSG_003783,3
2943,SSG_003784,4
2944,SSG_003793,1
2945,SSG_003884,3
2946,SSG_002915,0
2947,SSG_002614,0
2948,SSG_000184,2
2949,SSG_003557,3
2950,SSG_003555,2
2951,SSG_003557,3
2952,SSG_003556,2
2953,SSG_003557,3
2954,SSG_003555,2
2955,SSG_003557,3
2956,SSG_003557,3
2957,SSG_003557,3
2958,SSG_003557,3
2959,SSG_003557,3
2960,SSG_003555,2
2961,SSG_003557,3
2962,SSG_003557,3
2963,SSG_003555,2
2964,SSG_003557,3
2965,SSG_003557,3
2966,SSG_003557,3
2967,SSG_003557,3
2968,SSG_003630,1
2969,SSG_003630,1
2970,SSG_003519,2
2971,SSG_003519,2
2972,SSG_003519,2
2973,SSG_003519,2
2974,SSG_003519,2
2975,SSG_003519,2
2976,SSG_003519,2
2977,SSG_003703,2
2978,SSG_003702,0
2979,SSG_003552,3
2980,SSG_003732,2
2981,SSG_003698,0
2982,SSG_003785,0
2983,SSG_003004,4
2984,SSG_003002,3
2985,SSG_002890,2
2986,SSG_002921,4
2987,SSG_001286,4
2988,SSG_001286,4
2989,SSG_001289,0
2990,SSG_001691,4
2991,SSG_001691,4
2992,SSG_001692,4
2993,SSG_002044,2
2994,SSG_002044,2
2995,SSG_002356,1
2996,SSG_002356,1
2997,SSG_002732,2
2998,SSG_002733,2
2999,SSG_002730,1
3000,SSG_002731,0
3001,SSG_001860,1
3002,SSG_002780,2
3003,SSG_002362,3
3004,SSG_003737,2
3005,SSG_003577,1
3006,SSG_003533,0
3007,SSG_003503,2
3008,SSG_003596,3
3009,SSG_002993,4
3010,SSG_002533,0
3011,SSG_003504,0
3012,SSG_003534,2
3013,SSG_003578,4
3014,SSG_003615,0
3015,SSG_003663,1
3016,SSG_003667,4
3017,SSG_003668,0
3018,SSG_003602,4
3019,SSG_003925,4
3020,SSG_003932,2
3021,SSG_003933,1
3022,SSG_003927,1
3023,SSG_002101,1
3024,SSG_003570,4
3025,SSG_003571,2
3026,SSG_003565,2
3027,SSG_003564,2
3028,SSG_003510,1
3029,SSG_004034,3
3030,SSG_004051,0
3031,SSG_002575,4
3032,SSG_003633,2
3033,SSG_003634,3
3034,SSG_003505,1
3035,SSG_003535,4
3036,SSG_003579,2
3037,SSG_003700,3
3038,SSG_003700,3
3039,SSG_003639,2
3040,SSG_003706,4
3041,SSG_003658,2
3042,SSG_003683,1
3043,SSG_003684,3
3044,SSG_003658,2
3045,SSG_003654,0
3046,SSG_002938,0
3047,SSG_002936,1
3048,SSG_003674,1
3049,SSG_003775,3
3050,SSG_003772,3
3051,SSG_003772,3
3052,SSG_003769,2
3053,SSG_004052,1
3054,SSG_004052,1
3055,SSG_004052,1
3056,SSG_004052,1
3057,SSG_004052,1
3058,SSG_004052,1
3059,SSG_004052,1
3060,SSG_004052,1
3061,SSG_004052,1
3062,SSG_004052,1
3063,SSG_004061,3
3064,SSG_004060,1
3065,SSG_004059,2
3066,SSG_004056,3
3067,SSG_004056,3
3068,SSG_004053,4
3069,SSG_004053,4
3070,SSG_004053,4
3071,SSG_004053,4
3072,SSG_004057,0
3073,SSG_003709,0
3074,SSG_003709,0
3075,SSG_003709,0
3076,SSG_003709,0
3077,SSG_003711,2
3078,SSG_003711,2
3079,SSG_003711,2
3080,SSG_003711,2
3081,SSG_003711,2
3082,SSG_003711,2
3083,SSG_003722,4
3084,SSG_003722,4
3085,SSG_003722,4
3086,SSG_003717,4
3087,SSG_003717,4
3088,SSG_003717,4
3089,SSG_003717,4
3090,SSG_003695,4
3091,SSG_003707,0
3092,SSG_003708,4
3093,SSG_002987,4
3094,SSG_003507,3
3095,SSG_003601,3
3096,SSG_004018,2
3097,SSG_004037,0
3098,SSG_004058,0
3099,SSG_004058,0
3100,SSG_004062,4
3101,SSG_004062,4
3102,SSG_004062,4
3103,SSG_004062,4
3104,SSG_004062,4
3105,SSG_004024,1
3106,SSG_004068,4
3107,SSG_004068,4
3108,SSG_004069,3
3109,SSG_004068,4
3110,SSG_003265,1
3111,SSG_003262,0
3112,SSG_004074,1
3113,SSG_003957,4
3114,SSG_003264,0
3115,SSG_000259,4
3116,SSG_000068,0
3117,SSG_000681,0
3118,SSG_003275,2
3119,SSG_003547,2
3120,SSG_000446,0
3121,SSG_000247,3
3122,SSG_000247,3
3123,SSG_000248,3
3124,SSG_000379,1
3125,SSG_000381,3
3126,SSG_000381,3
3127,SSG_000260,1
3128,SSG_000694,1
3129,SSG_000341,2
3130,SSG_000528,4
3131,SSG_000528,4
3132,SSG_000528,4
3133,SSG_000521,0
3134,SSG_000521,0
3135,SSG_003929,3
3136,SSG_000776,0
3137,SSG_000442,0
3138,SSG_000441,3
3139,SSG_002146,2
3140,SSG_002150,2
3141,SSG_002140,1
3142,SSG_002050,0
3143,SSG_004039,3
3144,SSG_000404,0
3145,SSG_001273,3
3146,SSG_001275,0
3147,SSG_002295,2
3148,SSG_002295,2
3149,SSG_001447,1
3150,SSG_001033,2
3151,SSG_000533,0
3152,SSG_003525,4
3153,SSG_003609,0
3154,SSG_003671,3
3155,SSG_002495,1
3156,SSG_002341,4
3157,SSG_001474,2
3158,SSG_001473,1
3159,SSG_002584,3
3160,SSG_002584,3
3161,SSG_002211,3
3162,SSG_002211,3
3163,SSG_002117,0
3164,SSG_002573,3
3165,SSG_000522,1
3166,SSG_002483,0
3167,SSG_002055,3
3168,SSG_002159,0
3169,SSG_002763,4
3170,SSG_002742,0
3171,SSG_003649,1
3172,SSG_002380,0
3173,SSG_002033,3
3174,SSG_002136,1
3175,SSG_002155,1
3176,SSG_002156,3
3177,SSG_001742,1
3178,SSG_001742,1
3179,SSG_002723,4
3180,SSG_002012,0
3181,SSG_001670,2
3182,SSG_001671,3
3183,SSG_001669,0
3184,SSG_001669,0
3185,SSG_001669,0
3186,SSG_001669,0
3187,SSG_001669,0
3188,SSG_001669,0
3189,SSG_001669,0
3190,SSG_001669,0
3191,SSG_001669,0
3192,SSG_001669,0
3193,SSG_001669,0
3194,SSG_002725,0
3195,SSG_002726,1
3196,SSG_002726,1
3197,SSG_002726,1
3198,SSG_002355,0
3199,SSG_002355,0
3200,SSG_001655,3
3201,SSG_001655,3
3202,SSG_003955,2
3203,SSG_003756,3
3204,SSG_002888,1
3205,SSG_000444,2
3206,SSG_002152,3
3207,SSG_002134,3
3208,SSG_002142,3
3209,SSG_002036,1
3210,SSG_002051,0
3211,SSG_002181,0
3212,SSG_002181,0
3213,SSG_002181,0
3214,SSG_002181,0
3215,SSG_002182,3
3216,SSG_002182,3
3217,SSG_001548,4
3218,SSG_002335,2
3219,SSG_001730,1
3220,SSG_002091,2
3221,SSG_002095,0
3222,SSG_002327,1
3223,SSG_002094,4
3224,SSG_002187,4
3225,SSG_002762,3
3226,SSG_001720,0
3227,SSG_002048,4
3228,SSG_002247,4
3229,SSG_002018,4
3230,SSG_002189,1
3231,SSG_002119,4
3232,SSG_000187,4
3233,SSG_001301,2
3234,SSG_003517,0
3235,SSG_003518,3
3236,SSG_003517,0
3237,SSG_003518,3
3238,SSG_003518,3
3239,SSG_003517,0
3240,SSG_003517,0
3241,SSG_003518,3
3242,SSG_003518,3
3243,SSG_003518,3
3244,SSG_003517,0
3245,SSG_003517,0
3246,SSG_003518,3
3247,SSG_003518,3
3248,SSG_003518,3
3249,SSG_003517,0
3250,SSG_003608,2
3251,SSG_003607,1
3252,SSG_003608,2
3253,SSG_003607,1
3254,SSG_003607,1
3255,SSG_003607,1
3256,SSG_003514,3
3257,SSG_003514,3
3258,SSG_003514,3
3259,SSG_003514,3
3260,SSG_003514,3
3261,SSG_003514,3
3262,SSG_003514,3
3263,SSG_003514,3
3264,SSG_003605,4
3265,SSG_003522,3
3266,SSG_002351,1
3267,SSG_002342,2
3268,SSG_002009,2
3269,SSG_002124,3
3270,SSG_002173,2
3271,SSG_002173,2
3272,SSG_002173,2
3273,SSG_002173,2
3274,SSG_002173,2
3275,SSG_001587,3
3276,SSG_002081,4
3277,SSG_002080,0
3278,SSG_002081,4
3279,SSG_002081,4
3280,SSG_002353,3
3281,SSG_002043,1
3282,SSG_002043,1
3283,SSG_001699,1
3284,SSG_001690,1
3285,SSG_002333,3
3286,SSG_001862,4
3287,SSG_002358,4
3288,SSG_002357,3
3289,SSG_003740,1
3290,SSG_003741,2
3291,SSG_003537,0
3292,SSG_002951,0
3293,SSG_002777,3
3294,SSG_002778,0
3295,SSG_001285,2
3296,SSG_002767,4
3297,SSG_003526,0
3298,SSG_003662,3
3299,SSG_002910,2
3300,SSG_003031,0
3301,SSG_003031,0
3302,SSG_002909,4
3303,SSG_003069,4
3304,SSG_003006,4
3305,SSG_003080,3
3306,SSG_002946,2
3307,SSG_002976,4
3308,SSG_001306,3
3309,SSG_001305,4
3310,SSG_003508,4
3311,SSG_003701,4
3312,SSG_003611,0
3313,SSG_003612,2
3314,SSG_003612,2
3315,SSG_003527,1
3316,SSG_003528,2
3317,SSG_003632,0
3318,SSG_003632,0
3319,SSG_003622,0
3320,SSG_003623,2
3321,SSG_003539,1
3322,SSG_003540,3
3323,SSG_003540,3
3324,SSG_003629,1
3325,SSG_003688,4
3326,SSG_003650,0
3327,SSG_003652,3
3328,SSG_003681,3
3329,SSG_003689,2
3330,SSG_002214,1
3331,SSG_003569,2
3332,SSG_003724,1
3333,SSG_002473,1
3334,SSG_003920,0
3335,SSG_002796,1
3336,SSG_003034,2
3337,SSG_003223,0
3338,SSG_003223,0
3339,SSG_003223,0
3340,SSG_003223,0
3341,SSG_003223,0
3342,SSG_003227,2
3343,SSG_003234,2
3344,SSG_003236,1
3345,SSG_003232,3
3346,SSG_003228,0
3347,SSG_003240,2
3348,SSG_003774,1
3349,SSG_003770,4
3350,SSG_003771,0
3351,SSG_001284,3
3352,SSG_000257,2
3353,SSG_000254,3
3354,SSG_003710,1
3355,SSG_003224,1
3356,SSG_003225,3
3357,SSG_003224,1
3358,SSG_003224,1
3359,SSG_003233,4
3360,SSG_003230,1
3361,SSG_003235,0
3362,SSG_003168,3
3363,SSG_003168,3
3364,SSG_003165,4
3365,SSG_003165,4
3366,SSG_003165,4
3367,SSG_003170,0
3368,SSG_003170,0
3369,SSG_003162,4
3370,SSG_003229,2
3371,SSG_000375,2
3372,SSG_000523,2
3373,SSG_000524,3
3374,SSG_000810,1
3375,SSG_003172,0
3376,SSG_003177,1
3377,SSG_003172,0
3378,SSG_003171,2
3379,SSG_003226,4
3380,SSG_003260,3
3381,SSG_003919,2
3382,SSG_003924,4
3383,SSG_001446,4
3384,SSG_000525,4
3385,SSG_000683,2
3386,SSG_000530,0
3387,SSG_003166,1
3388,SSG_000251,2
3389,SSG_000532,2
3390,SSG_000532,2
3391,SSG_001156,2
3392,SSG_002304,1
3393,SSG_002698,0
3394,SSG_003437,0
3395,SSG_001461,1
3396,SSG_000429,0
3397,SSG_001448,4
3398,SSG_000428,4
3399,SSG_001617,3
3400,SSG_001739,1
3401,SSG_001922,4
3402,SSG_002470,3
3403,SSG_002147,4
3404,SSG_002153,2
3405,SSG_002131,4
3406,SSG_002135,2
3407,SSG_002144,0
3408,SSG_003733,4
3409,SSG_002032,1
3410,SSG_001159,0
3411,SSG_001158,3
3412,SSG_000377,3
3413,SSG_002108,4
3414,SSG_001867,0
3415,SSG_002381,1
3416,SSG_001870,1
3417,SSG_003751,4
3418,SSG_003750,4
3419,SSG_003753,1
3420,SSG_003749,4
3421,SSG_003752,0
3422,SSG_002183,0
3423,SSG_001802,0
3424,SSG_001729,0
3425,SSG_002714,0
3426,SSG_002013,1
3427,SSG_001674,4
3428,SSG_001501,3
3429,SSG_001719,4
3430,SSG_001719,4
3431,SSG_002459,3
3432,SSG_001741,4
3433,SSG_002015,2
3434,SSG_001497,2
3435,SSG_002092,3
3436,SSG_002201,4
3437,SSG_002461,2
3438,SSG_001923,0
3439,SSG_001813,2
3440,SSG_001815,1
3441,SSG_000207,4
3442,SSG_003970,1
3443,SSG_003970,1
3444,SSG_003970,1
3445,SSG_003970,1
3446,SSG_003970,1
3447,SSG_003970,1
3448,SSG_003971,1
3449,SSG_003976,3
3450,SSG_001567,4
3451,SSG_002107,3
3452,SSG_001975,1
3453,SSG_001974,2
3454,SSG_001974,2
3455,SSG_001663,3
3456,SSG_001663,3
3457,SSG_001662,4
3458,SSG_001663,3
3459,SSG_001663,3
3460,SSG_001663,3
3461,SSG_001662,4
3462,SSG_001663,3
3463,SSG_001663,3
3464,SSG_001662,4
3465,SSG_001662,4
3466,SSG_001663,3
3467,SSG_001663,3
3468,SSG_001672,4
3469,SSG_002727,2
3470,SSG_002195,0
3471,SSG_001576,2
3472,SSG_001689,2
3473,SSG_002103,4
3474,SSG_002352,2
3475,SSG_002724,2
3476,SSG_001585,2
3477,SSG_001861,2
3478,SSG_001566,3
3479,SSG_002089,0
3480,SSG_002090,1
3481,SSG_002090,1
3482,SSG_002084,1
3483,SSG_002085,2
3484,SSG_002085,2
3485,SSG_002180,2
3486,SSG_002180,2
3487,SSG_002175,3
3488,SSG_002176,4
3489,SSG_002038,0
3490,SSG_002037,1
3491,SSG_001774,4
3492,SSG_001631,1
3493,SSG_001675,0
3494,SSG_002022,2
3495,SSG_002023,0
3496,SSG_002354,4
3497,SSG_001724,0
3498,SSG_002020,1
3499,SSG_001632,2
3500,SSG_001716,2
3501,SSG_002042,4
3502,SSG_002373,1
3503,SSG_001892,1
3504,SSG_002372,3
3505,SSG_003978,4
3506,SSG_003972,2
3507,SSG_000443,1
3508,SSG_002151,1
3509,SSG_002130,3
3510,SSG_002133,0
3511,SSG_002141,2
3512,SSG_003973,4
3513,SSG_003973,4
3514,SSG_003973,4
3515,SSG_003975,1
3516,SSG_003975,1
3517,SSG_003975,1
3518,SSG_003973,4
3519,SSG_002210,0
3520,SSG_002366,3
3521,SSG_002588,0
3522,SSG_002588,0
3523,SSG_002701,4
3524,SSG_000046,3
3525,SSG_000046,3
3526,SSG_000046,3
3527,SSG_000046,3
3528,SSG_000026,1
3529,SSG_000026,1
3530,SSG_000026,1
3531,SSG_000026,1
3532,SSG_000032,3
3533,SSG_000032,3
3534,SSG_000032,3
3535,SSG_000038,1
3536,SSG_000038,1
3537,SSG_000038,1
3538,SSG_000034,1
3539,SSG_000037,0
3540,SSG_000037,0
3541,SSG_000037,0
3542,SSG_000042,1
3543,SSG_000042,1
3544,SSG_000042,1
3545,SSG_000041,4
3546,SSG_000041,4
3547,SSG_003512,1
3548,SSG_003513,2
3549,SSG_003513,2
3550,SSG_003513,2
3551,SSG_003513,2
3552,SSG_003513,2
3553,SSG_003513,2
3554,SSG_003490,4
3555,SSG_003490,4
3556,SSG_003521,1
3557,SSG_003521,1
3558,SSG_003492,4
3559,SSG_003491,3
3560,SSG_001779,2
3561,SSG_002079,2
3562,SSG_001853,1
3563,SSG_002229,2
3564,SSG_002229,2
3565,SSG_002242,0
3566,SSG_003974,0
3567,SSG_002492,2
3568,SSG_002960,3
3569,SSG_003036,2
3570,SSG_000372,0
3571,SSG_000372,0
3572,SSG_002769,3
3573,SSG_002739,1
3574,SSG_002005,2
3575,SSG_000053,4
