molecule_group_id,n_observations,n_unique_folds,fold
MOL_002149,1,1,5
MOL_002150,1,1,4
MOL_002151,1,1,2
MOL_002152,2,1,4
MOL_002153,2,1,2
MOL_002154,1,1,1
MOL_002155,1,1,3
MOL_002156,1,1,4
MOL_002157,2,1,5
MOL_002158,1,1,4
MOL_002159,1,1,2
MOL_002160,1,1,5
MOL_002161,1,1,1
MOL_002162,2,1,2
MOL_002163,2,1,3
MOL_002164,2,1,3
MOL_002165,1,1,5
MOL_002166,2,1,2
MOL_002167,2,1,1
MOL_002168,1,1,3
MOL_002169,2,1,4
MOL_002170,1,1,5
MOL_002171,1,1,3
MOL_002172,1,1,1
MOL_002173,1,1,3
MOL_002174,1,1,2
MOL_002175,1,1,4
MOL_002176,1,1,1
MOL_002177,1,1,5
MOL_002178,1,1,4
MOL_002179,1,1,5
MOL_002180,1,1,1
MOL_002181,1,1,2
MOL_002182,1,1,3
MOL_002183,1,1,4
MOL_002184,1,1,5
MOL_002185,1,1,5
MOL_002186,2,1,1
MOL_002187,1,1,2
MOL_002188,1,1,3
MOL_002189,2,1,4
MOL_002190,1,1,5
MOL_002191,1,1,2
MOL_002192,1,1,3
MOL_002193,1,1,1
MOL_002194,2,1,4
MOL_002195,1,1,2
MOL_002196,1,1,5
MOL_002197,1,1,1
MOL_002198,1,1,2
MOL_002199,1,1,3
MOL_002200,1,1,1
MOL_002201,1,1,5
MOL_002202,3,1,5
MOL_002203,3,1,4
MOL_002204,1,1,4
MOL_002205,2,1,1
MOL_002206,1,1,2
MOL_002207,3,1,3
MOL_002208,1,1,1
MOL_002209,1,1,5
MOL_002210,1,1,2
MOL_002211,1,1,1
MOL_002212,1,1,4
MOL_002213,1,1,3
MOL_002214,5,1,2
MOL_002215,2,1,5
MOL_002216,1,1,1
MOL_002217,1,1,2
MOL_002218,3,1,3
MOL_002219,1,1,4
MOL_002220,2,1,5
MOL_002221,1,1,1
MOL_002222,3,1,3
MOL_002223,1,1,4
MOL_002224,1,1,5
MOL_002225,1,1,4
MOL_002226,1,1,2
MOL_002227,2,1,5
MOL_002228,3,1,3
MOL_002229,1,1,1
MOL_002230,1,1,5
MOL_002231,1,1,2
MOL_002232,3,1,3
MOL_002233,1,1,4
MOL_002234,1,1,1
MOL_002235,1,1,4
MOL_002236,1,1,2
MOL_002237,1,1,3
MOL_002238,1,1,3
MOL_002239,1,1,4
MOL_002240,1,1,5
MOL_002241,1,1,1
MOL_002242,1,1,4
MOL_002243,1,1,2
MOL_002244,1,1,3
MOL_002245,1,1,5
MOL_002246,1,1,1
MOL_002247,1,1,2
MOL_002248,1,1,3
MOL_002249,1,1,4
MOL_002250,1,1,5
MOL_002251,1,1,2
MOL_002252,1,1,1
MOL_002253,1,1,2
MOL_002254,1,1,3
MOL_002255,1,1,4
MOL_002256,1,1,5
MOL_002257,1,1,2
MOL_002258,1,1,1
MOL_002259,1,1,3
MOL_002260,1,1,4
MOL_002261,2,1,2
MOL_002262,1,1,5
MOL_002263,1,1,2
MOL_002264,1,1,5
MOL_002265,1,1,1
MOL_002266,1,1,3
MOL_002267,1,1,4
MOL_002268,2,1,4
MOL_002269,1,1,2
MOL_002270,1,1,5
MOL_002271,1,1,3
MOL_002272,1,1,1
MOL_002273,3,1,5
MOL_002274,1,1,4
MOL_002275,1,1,1
MOL_002276,1,1,2
MOL_002277,2,1,3
MOL_002278,1,1,4
MOL_002279,1,1,1
MOL_002280,1,1,3
MOL_002281,1,1,2
MOL_002282,2,1,4
MOL_002283,2,1,5
MOL_002284,2,1,5
MOL_002285,1,1,1
MOL_002286,1,1,2
MOL_002287,1,1,1
MOL_002288,1,1,3
MOL_002289,1,1,4
MOL_002290,1,1,1
MOL_002291,1,1,2
MOL_002292,1,1,5
MOL_002293,1,1,3
MOL_002294,1,1,4
MOL_002295,1,1,5
MOL_002296,1,1,1
MOL_002297,2,1,2
MOL_002298,1,1,3
MOL_002299,1,1,5
MOL_002300,1,1,4
MOL_002301,1,1,1
MOL_002302,2,1,4
MOL_002303,1,1,2
MOL_002304,1,1,3
MOL_002305,1,1,5
MOL_002306,1,1,3
MOL_002307,1,1,1
MOL_002308,1,1,2
MOL_002309,1,1,4
MOL_002310,1,1,5
MOL_002311,1,1,4
MOL_002312,1,1,1
MOL_002313,1,1,2
MOL_002314,1,1,3
MOL_002315,1,1,5
MOL_002316,1,1,3
MOL_002317,1,1,4
MOL_002318,1,1,4
MOL_002319,1,1,1
MOL_002320,1,1,2
MOL_002321,1,1,5
MOL_002322,1,1,1
MOL_002323,1,1,2
MOL_002324,1,1,4
MOL_002325,1,1,3
MOL_002326,1,1,2
MOL_002327,1,1,5
MOL_002328,1,1,5
MOL_002329,1,1,1
MOL_002330,1,1,2
MOL_002331,1,1,3
MOL_002332,1,1,4
MOL_002333,1,1,1
MOL_002334,1,1,5
MOL_002335,1,1,2
MOL_002336,1,1,3
MOL_002337,1,1,4
MOL_002338,1,1,1
MOL_002339,1,1,4
MOL_002340,1,1,1
MOL_002341,1,1,2
MOL_002342,1,1,3
MOL_002343,1,1,5
MOL_002344,1,1,5
MOL_002345,1,1,1
MOL_002346,1,1,2
MOL_002347,1,1,1
MOL_002348,1,1,3
MOL_002349,1,1,4
MOL_002350,1,1,1
MOL_002351,1,1,5
MOL_002352,1,1,2
MOL_002353,1,1,3
MOL_002354,1,1,4
MOL_002355,1,1,4
MOL_002356,1,1,1
MOL_002357,1,1,2
MOL_002358,1,1,3
MOL_002359,1,1,5
MOL_002360,1,1,1
MOL_002361,1,1,2
MOL_002362,1,1,3
MOL_002363,1,1,4
MOL_002364,1,1,4
MOL_002365,1,1,5
MOL_002366,1,1,3
MOL_002367,1,1,1
MOL_002368,1,1,4
MOL_002369,1,1,5
MOL_002370,1,1,2
MOL_002371,1,1,1
MOL_002372,1,1,2
MOL_002373,1,1,3
MOL_002374,1,1,4
MOL_002375,1,1,5
MOL_002376,1,1,3
MOL_002377,1,1,4
MOL_002378,1,1,1
MOL_002379,1,1,2
MOL_002380,1,1,3
MOL_002381,1,1,5
MOL_002382,1,1,5
MOL_002383,1,1,2
MOL_002384,1,1,1
MOL_002385,1,1,3
MOL_002386,1,1,4
MOL_002387,1,1,5
MOL_002388,1,1,1
MOL_002389,1,1,2
MOL_002390,1,1,3
MOL_002391,1,1,4
MOL_002392,2,1,5
MOL_002393,1,1,1
MOL_002394,4,1,2
MOL_002395,1,1,3
MOL_002396,1,1,4
MOL_002397,1,1,5
MOL_002398,1,1,2
MOL_002399,2,1,1
MOL_002400,1,1,4
MOL_002401,1,1,3
MOL_002402,1,1,5
MOL_002403,1,1,1
MOL_002404,1,1,2
MOL_002405,2,1,3
MOL_002406,4,1,4
MOL_002407,1,1,4
MOL_002408,1,1,5
MOL_002409,1,1,5
MOL_002410,1,1,1
MOL_002411,2,1,2
MOL_002412,1,1,3
MOL_002413,2,1,5
MOL_002414,1,1,4
MOL_002415,1,1,5
MOL_002416,1,1,2
MOL_002417,1,1,3
MOL_002418,1,1,1
MOL_002419,1,1,2
MOL_002420,1,1,4
MOL_002421,1,1,5
MOL_002422,2,1,5
MOL_002423,2,1,1
MOL_002424,1,1,2
MOL_002425,1,1,3
MOL_002426,3,1,4
MOL_002427,2,1,2
MOL_002428,1,1,5
MOL_002429,2,1,1
MOL_002430,2,1,3
MOL_002431,1,1,4
MOL_002432,2,1,4
MOL_002433,2,1,3
MOL_002434,1,1,1
MOL_002435,2,1,2
MOL_002436,3,1,5
MOL_002437,1,1,3
MOL_002438,1,1,5
MOL_002439,4,1,1
MOL_002440,1,1,1
MOL_002441,2,1,3
MOL_002442,1,1,2
MOL_002443,1,1,3
MOL_002444,1,1,4
MOL_002445,2,1,4
MOL_002446,1,1,5
MOL_002447,1,1,5
MOL_002448,1,1,1
MOL_002449,1,1,2
MOL_002450,2,1,3
MOL_002451,1,1,4
MOL_002452,1,1,1
MOL_002453,1,1,4
MOL_002454,1,1,5
MOL_002455,1,1,1
MOL_002456,1,1,2
MOL_002457,1,1,3
MOL_002458,2,1,1
MOL_002459,1,1,5
MOL_002460,1,1,4
MOL_002461,1,1,5
MOL_002462,1,1,2
MOL_002463,1,1,3
MOL_002464,1,1,2
MOL_002465,1,1,2
MOL_002466,1,1,4
MOL_002467,1,1,3
MOL_002468,1,1,1
MOL_002469,1,1,4
MOL_002470,1,1,5
MOL_002471,1,1,1
MOL_002472,1,1,2
MOL_002473,1,1,4
MOL_002474,1,1,3
MOL_002475,1,1,5
MOL_002476,1,1,1
MOL_002477,1,1,2
MOL_002478,1,1,3
MOL_002479,1,1,5
MOL_002480,1,1,4
MOL_002481,1,1,1
MOL_002482,1,1,2
MOL_002483,1,1,3
MOL_002484,1,1,4
MOL_002485,1,1,5
MOL_002486,1,1,3
MOL_002487,1,1,4
MOL_002488,1,1,1
MOL_002489,1,1,5
MOL_002490,2,1,2
MOL_002491,1,1,3
MOL_002492,1,1,2
MOL_002493,1,1,1
MOL_002494,1,1,1
MOL_002495,1,1,4
MOL_002496,1,1,3
MOL_002497,1,1,4
MOL_002498,3,1,5
MOL_002499,1,1,1
MOL_002500,1,1,4
MOL_002501,1,1,5
MOL_002502,2,1,4
MOL_002503,3,1,2
MOL_002504,1,1,3
MOL_002505,2,1,4
MOL_002506,2,1,2
MOL_002507,1,1,1
MOL_002508,1,1,5
MOL_002509,1,1,3
MOL_002510,1,1,5
MOL_002511,1,1,5
MOL_002512,1,1,1
MOL_002513,1,1,4
MOL_002514,1,1,2
MOL_002515,1,1,3
MOL_002516,1,1,4
MOL_002517,1,1,1
MOL_002518,1,1,5
MOL_002519,1,1,2
MOL_002520,1,1,3
MOL_002521,1,1,4
MOL_002522,1,1,1
MOL_002523,1,1,5
MOL_002524,1,1,2
MOL_002525,1,1,3
MOL_002526,1,1,4
MOL_002527,1,1,1
MOL_002528,1,1,3
MOL_002529,1,1,5
MOL_002530,1,1,4
MOL_002531,1,1,2
MOL_002532,1,1,1
MOL_002533,1,1,3
MOL_002534,1,1,2
MOL_002535,1,1,4
MOL_002536,1,1,5
MOL_002537,1,1,1
MOL_002538,1,1,2
MOL_002539,1,1,3
MOL_002540,1,1,4
MOL_002541,1,1,2
MOL_002542,1,1,5
MOL_002543,1,1,4
MOL_002544,1,1,1
MOL_002545,1,1,2
MOL_002546,1,1,3
MOL_002547,1,1,1
MOL_002548,1,1,5
MOL_002549,1,1,1
MOL_002550,1,1,3
MOL_002551,1,1,4
MOL_002552,1,1,2
MOL_002553,1,1,5
MOL_002554,1,1,1
MOL_002555,1,1,4
MOL_002556,1,1,5
MOL_002557,1,1,2
MOL_002558,2,1,3
MOL_002559,1,1,4
MOL_002560,5,1,2
MOL_002561,3,1,3
MOL_002562,1,1,1
MOL_002563,1,1,4
MOL_002564,1,1,5
MOL_002565,1,1,5
MOL_002566,1,1,4
MOL_002567,2,1,1
MOL_002568,1,1,2
MOL_002569,1,1,3
MOL_002570,1,1,5
MOL_002571,1,1,1
MOL_002572,2,1,3
MOL_002573,1,1,3
MOL_002574,1,1,5
MOL_002575,1,1,2
MOL_002576,1,1,3
MOL_002577,1,1,4
MOL_002578,1,1,2
MOL_002579,1,1,4
MOL_002580,1,1,1
MOL_002581,1,1,5
MOL_002582,1,1,4
MOL_002583,2,1,3
MOL_002584,1,1,3
MOL_002585,1,1,5
MOL_002586,1,1,1
MOL_002587,1,1,2
MOL_002588,3,1,2
MOL_002589,11,1,4
MOL_002590,10,1,2
MOL_002591,1,1,5
MOL_002592,1,1,1
MOL_002593,1,1,3
MOL_002594,1,1,3
MOL_002595,1,1,4
MOL_002596,1,1,1
MOL_002597,1,1,4
MOL_002598,1,1,2
MOL_002599,1,1,3
MOL_002600,2,1,5
MOL_002601,3,1,1
MOL_002602,1,1,2
MOL_002603,1,1,4
MOL_002604,1,1,3
MOL_002605,1,1,1
MOL_002606,1,1,5
MOL_002607,1,1,5
MOL_002608,1,1,1
MOL_002609,1,1,3
MOL_002610,1,1,5
MOL_002611,1,1,2
MOL_002612,1,1,4
MOL_002613,1,1,4
MOL_002614,1,1,1
MOL_002615,1,1,2
MOL_002616,1,1,4
MOL_002617,1,1,3
MOL_002618,1,1,5
MOL_002619,1,1,1
MOL_002620,1,1,2
MOL_002621,1,1,3
MOL_002622,1,1,4
MOL_002623,3,1,5
MOL_002624,1,1,2
MOL_002625,1,1,4
MOL_002626,1,1,1
MOL_002627,1,1,2
MOL_002628,1,1,3
MOL_002629,1,1,2
MOL_002630,1,1,5
MOL_002631,1,1,1
MOL_002632,1,1,4
MOL_002633,1,1,1
MOL_002634,1,1,2
MOL_002635,4,1,3
MOL_002636,1,1,5
MOL_002637,2,1,5
MOL_002638,1,1,3
MOL_002639,2,1,3
MOL_002640,2,1,1
MOL_002641,1,1,2
MOL_002642,1,1,3
MOL_002643,1,1,4
MOL_002644,1,1,4
MOL_002645,1,1,2
MOL_002646,1,1,1
MOL_002647,2,1,5
MOL_002648,1,1,1
MOL_002649,1,1,2
MOL_002650,1,1,3
MOL_002651,1,1,4
MOL_002652,1,1,5
MOL_002653,1,1,4
MOL_002654,1,1,1
MOL_002655,1,1,2
MOL_002656,1,1,3
MOL_002657,2,1,5
MOL_002658,2,1,3
MOL_002659,1,1,5
MOL_002660,1,1,2
MOL_002661,1,1,4
MOL_002662,1,1,4
MOL_002663,1,1,1
MOL_002664,1,1,3
MOL_002665,1,1,5
MOL_002666,1,1,2
MOL_002667,1,1,3
MOL_002668,1,1,4
MOL_002669,1,1,1
MOL_002670,1,1,5
MOL_002671,5,1,1
MOL_002672,1,1,3
MOL_002673,1,1,2
MOL_002674,1,1,3
MOL_002675,1,1,4
MOL_002676,1,1,5
MOL_002677,1,1,2
MOL_002678,1,1,1
MOL_002679,1,1,4
MOL_002680,1,1,1
MOL_002681,2,1,5
MOL_002682,1,1,3
MOL_002683,1,1,3
MOL_002684,1,1,2
MOL_002685,1,1,5
MOL_002686,1,1,1
MOL_002687,1,1,2
MOL_002688,1,1,2
MOL_002689,3,1,1
MOL_002690,3,1,4
MOL_002691,1,1,4
MOL_002692,1,1,4
MOL_002693,1,1,5
MOL_002694,1,1,3
MOL_002695,1,1,3
MOL_002696,1,1,1
MOL_002697,2,1,2
MOL_002698,1,1,5
MOL_002699,1,1,1
MOL_002700,1,1,5
MOL_002701,1,1,5
MOL_002702,1,1,2
MOL_002703,1,1,3
MOL_002704,1,1,3
MOL_002705,1,1,3
MOL_002706,1,1,4
MOL_002707,1,1,1
MOL_002708,1,1,5
MOL_002709,1,1,2
MOL_002710,1,1,3
MOL_002711,1,1,4
MOL_002712,1,1,1
MOL_002713,1,1,3
MOL_002714,1,1,4
MOL_002715,1,1,5
MOL_002716,1,1,2
MOL_002717,1,1,2
MOL_002718,1,1,1
MOL_002719,1,1,3
MOL_002720,1,1,4
MOL_002721,2,1,5
MOL_002722,2,1,1
MOL_002723,1,1,1
MOL_002724,1,1,4
MOL_002725,1,1,4
MOL_002726,1,1,5
MOL_002727,1,1,2
MOL_002728,1,1,3
MOL_002729,1,1,1
MOL_002730,1,1,4
MOL_002731,1,1,5
MOL_002732,1,1,2
MOL_002733,1,1,3
MOL_002734,1,1,5
MOL_002735,1,1,3
MOL_002736,1,1,1
MOL_002737,1,1,2
MOL_002738,1,1,2
MOL_002739,1,1,4
MOL_002740,1,1,5
MOL_002741,1,1,1
MOL_002742,1,1,2
MOL_002743,1,1,3
MOL_002744,1,1,4
MOL_002745,1,1,2
MOL_002746,1,1,5
MOL_002747,1,1,5
MOL_002748,1,1,1
MOL_002749,1,1,2
MOL_002750,1,1,1
MOL_002751,1,1,3
MOL_002752,1,1,4
MOL_002753,1,1,1
MOL_002754,1,1,2
MOL_002755,1,1,3
MOL_002756,2,1,4
MOL_002757,1,1,1
MOL_002758,1,1,2
MOL_002759,2,1,3
MOL_002760,2,1,5
MOL_002761,2,1,4
MOL_002762,1,1,1
MOL_002763,1,1,3
MOL_002764,1,1,4
MOL_002765,1,1,2
MOL_002766,1,1,3
MOL_002767,1,1,3
MOL_002768,1,1,5
MOL_002769,1,1,4
MOL_002770,1,1,1
MOL_002771,1,1,4
MOL_002772,1,1,2
MOL_002773,1,1,1
MOL_002774,1,1,5
MOL_002775,1,1,2
MOL_002776,1,1,1
MOL_002777,1,1,3
MOL_002778,1,1,5
MOL_002779,1,1,4
MOL_002780,1,1,1
MOL_002781,1,1,5
MOL_002782,1,1,2
MOL_002783,1,1,2
MOL_002784,1,1,3
MOL_002785,1,1,4
MOL_002786,3,1,1
MOL_002787,1,1,2
MOL_002788,1,1,4
MOL_002789,1,1,3
MOL_002790,1,1,5
MOL_002791,1,1,2
MOL_002792,1,1,1
MOL_002793,1,1,3
MOL_002794,1,1,4
MOL_002795,1,1,5
MOL_002796,1,1,2
MOL_002797,1,1,5
MOL_002798,2,1,1
MOL_002799,7,1,2
MOL_002800,1,1,1
MOL_002801,1,1,3
MOL_002802,1,1,3
MOL_002803,1,1,4
MOL_002804,4,1,1
MOL_002805,1,1,3
MOL_002806,1,1,4
MOL_002807,2,1,5
MOL_002808,3,1,5
MOL_002809,1,1,2
MOL_002810,1,1,5
MOL_002811,2,1,1
MOL_002812,2,1,2
MOL_002813,5,1,3
MOL_002814,1,1,4
MOL_002815,1,1,5
MOL_002816,1,1,1
MOL_002817,1,1,2
MOL_002818,1,1,3
MOL_002819,1,1,4
MOL_002820,1,1,5
MOL_002821,1,1,1
MOL_002822,2,1,3
MOL_002823,1,1,2
MOL_002824,1,1,5
MOL_002825,4,1,4
MOL_002826,1,1,1
MOL_002827,1,1,2
MOL_002828,1,1,4
MOL_002829,5,1,3
MOL_002830,2,1,5
MOL_002831,1,1,1
MOL_002832,1,1,4
MOL_002833,1,1,2
MOL_002834,1,1,3
MOL_002835,1,1,4
MOL_002836,1,1,5
MOL_002837,1,1,1
MOL_002838,1,1,2
MOL_002839,1,1,3
MOL_002840,1,1,4
MOL_002841,3,1,2
MOL_002842,1,1,5
MOL_002843,1,1,1
MOL_002844,1,1,3
MOL_002845,1,1,2
MOL_002846,3,1,4
MOL_002847,1,1,5
MOL_002848,4,1,4
MOL_002849,4,1,4
MOL_002850,1,1,1
MOL_002851,1,1,2
MOL_002852,1,1,5
MOL_002853,1,1,3
MOL_002854,1,1,3
MOL_002855,1,1,1
MOL_002856,1,1,2
MOL_002857,2,1,1
MOL_002858,1,1,2
MOL_002859,2,1,4
MOL_002860,1,1,5
MOL_002861,1,1,1
MOL_002862,1,1,5
MOL_002863,1,1,2
MOL_002864,1,1,3
MOL_002865,1,1,3
MOL_002866,1,1,4
MOL_002867,1,1,1
MOL_002868,2,1,5
MOL_002869,1,1,2
MOL_002870,1,1,5
MOL_002871,1,1,5
MOL_002872,1,1,4
MOL_002873,1,1,2
MOL_002874,1,1,1
MOL_002875,1,1,3
MOL_002876,1,1,1
MOL_002877,1,1,2
MOL_002878,1,1,3
MOL_002879,3,1,4
MOL_002880,1,1,5
MOL_002881,1,1,5
MOL_002882,1,1,3
MOL_002883,1,1,1
MOL_002884,4,1,3
MOL_002885,1,1,1
MOL_002886,2,1,3
MOL_002887,1,1,3
MOL_002888,1,1,2
MOL_002889,1,1,4
MOL_002890,4,1,5
MOL_002891,1,1,1
MOL_002892,1,1,2
MOL_002893,1,1,4
MOL_002894,1,1,4
MOL_002895,1,1,3
MOL_002896,1,1,4
MOL_002897,2,1,5
MOL_002898,1,1,2
MOL_002899,2,1,1
MOL_002900,1,1,4
MOL_002901,1,1,3
MOL_002902,1,1,5
MOL_002903,1,1,1
MOL_002904,1,1,5
MOL_002905,1,1,5
MOL_002906,1,1,2
MOL_002907,1,1,3
MOL_002908,1,1,4
MOL_002909,1,1,2
MOL_002910,1,1,1
MOL_002911,2,1,2
MOL_002912,1,1,3
MOL_002913,2,1,4
MOL_002914,1,1,5
MOL_002915,1,1,4
MOL_002916,2,1,2
MOL_002917,1,1,2
MOL_002918,1,1,1
MOL_002919,2,1,1
MOL_002920,3,1,3
MOL_002921,3,1,4
MOL_002922,1,1,5
MOL_002923,1,1,3
MOL_002924,1,1,1
MOL_002925,2,1,4
MOL_002926,2,1,5
MOL_002927,1,1,2
MOL_002928,1,1,1
MOL_002929,1,1,3
MOL_002930,1,1,4
MOL_002931,3,1,4
MOL_002932,1,1,2
MOL_002933,1,1,3
MOL_002934,1,1,5
MOL_002935,1,1,5
MOL_002936,1,1,5
MOL_002937,1,1,1
MOL_002938,1,1,4
MOL_002939,1,1,2
MOL_002940,1,1,1
MOL_002941,1,1,3
MOL_002942,1,1,2
MOL_002943,1,1,3
MOL_002944,1,1,1
MOL_002945,1,1,4
MOL_002946,2,1,5
MOL_002947,1,1,5
MOL_002948,1,1,5
MOL_002949,1,1,1
MOL_002950,1,1,2
MOL_002951,1,1,3
MOL_002952,1,1,4
MOL_002953,1,1,1
MOL_002954,1,1,3
MOL_002955,1,1,2
MOL_002956,1,1,5
MOL_002957,1,1,3
MOL_002958,2,1,1
MOL_002959,1,1,4
MOL_002960,1,1,4
MOL_002961,1,1,1
MOL_002962,1,1,1
MOL_002963,1,1,2
MOL_002964,1,1,3
MOL_002965,1,1,5
MOL_002966,1,1,2
MOL_002967,1,1,5
MOL_002968,1,1,1
MOL_002969,2,1,3
MOL_002970,1,1,2
MOL_002971,5,1,4
MOL_002972,2,1,1
MOL_002973,1,1,4
MOL_002974,2,1,2
MOL_002975,1,1,3
MOL_002976,1,1,4
MOL_002977,2,1,5
MOL_002978,3,1,1
MOL_002979,1,1,2
MOL_002980,1,1,3
MOL_002981,3,1,3
MOL_002982,1,1,4
MOL_002983,1,1,5
MOL_002984,1,1,4
MOL_002985,1,1,2
MOL_002986,1,1,4
MOL_002987,1,1,5
MOL_002988,1,1,1
MOL_002989,1,1,2
MOL_002990,1,1,3
MOL_002991,1,1,2
MOL_002992,1,1,1
MOL_002993,1,1,5
MOL_002994,1,1,3
MOL_002995,1,1,4
MOL_002996,1,1,1
MOL_002997,1,1,2
MOL_002998,1,1,5
MOL_002999,1,1,4
MOL_003000,1,1,3
MOL_003001,7,1,1
MOL_003002,1,1,5
MOL_003003,1,1,2
MOL_003004,1,1,3
MOL_003005,1,1,4
MOL_003006,2,1,2
MOL_003007,1,1,5
MOL_003008,1,1,1
MOL_003009,1,1,2
MOL_003010,1,1,5
MOL_003011,1,1,1
MOL_003012,1,1,3
MOL_003013,1,1,4
MOL_003014,1,1,1
MOL_003015,2,1,4
MOL_003016,1,1,3
MOL_003017,1,1,2
MOL_003018,1,1,4
MOL_003019,1,1,3
MOL_003020,1,1,5
MOL_003021,1,1,5
MOL_003022,1,1,1
MOL_003023,1,1,2
MOL_003024,1,1,3
MOL_003025,1,1,2
MOL_003026,1,1,4
MOL_003027,1,1,1
MOL_003028,1,1,5
MOL_003029,1,1,5
MOL_003030,1,1,2
MOL_003031,1,1,3
MOL_003032,1,1,4
MOL_003033,1,1,5
MOL_003034,1,1,2
MOL_003035,1,1,1
MOL_003036,1,1,4
MOL_003037,1,1,3
MOL_003038,1,1,2
MOL_003039,1,1,5
MOL_003040,1,1,1
MOL_003041,1,1,5
MOL_003042,1,1,2
MOL_003043,1,1,5
MOL_003044,1,1,3
MOL_003045,1,1,4
MOL_003046,1,1,4
MOL_003047,1,1,1
MOL_003048,1,1,4
MOL_003049,1,1,2
MOL_003050,1,1,5
MOL_003051,2,1,3
MOL_003052,1,1,5
MOL_003053,1,1,1
MOL_003054,1,1,2
MOL_003055,3,1,3
MOL_003056,1,1,4
MOL_003057,1,1,1
MOL_003058,2,1,2
MOL_003059,9,1,4
MOL_003060,2,1,3
MOL_003061,1,1,4
MOL_003062,3,1,5
MOL_003063,2,1,1
MOL_003064,1,1,2
MOL_003065,5,1,3
MOL_003066,1,1,4
MOL_003067,2,1,5
MOL_003068,1,1,2
MOL_003069,1,1,1
MOL_003070,1,1,2
MOL_003071,4,1,3
MOL_003072,1,1,4
MOL_003073,3,1,5
MOL_003074,1,1,1
MOL_003075,2,1,5
MOL_003076,1,1,3
MOL_003077,1,1,2
MOL_003078,2,1,3
MOL_003079,1,1,4
MOL_003080,1,1,1
MOL_003081,1,1,4
MOL_003082,1,1,2
MOL_003083,1,1,3
MOL_003084,4,1,1
MOL_003085,3,1,5
MOL_003086,3,1,3
MOL_003087,1,1,5
MOL_003088,1,1,1
MOL_003089,1,1,2
MOL_003090,1,1,1
MOL_003091,1,1,4
MOL_003092,2,1,2
MOL_003093,1,1,3
MOL_003094,2,1,4
MOL_003095,1,1,5
MOL_003096,2,1,1
MOL_003097,1,1,3
MOL_003098,2,1,1
MOL_003099,1,1,2
MOL_003100,1,1,3
MOL_003101,1,1,4
MOL_003102,1,1,5
MOL_003103,1,1,2
MOL_003104,1,1,1
MOL_003105,1,1,3
MOL_003106,1,1,5
MOL_003107,1,1,2
MOL_003108,1,1,4
MOL_003109,1,1,5
MOL_003110,1,1,3
MOL_003111,1,1,2
MOL_003112,1,1,1
MOL_003113,5,1,1
MOL_003114,4,1,4
MOL_003115,1,1,3
MOL_003116,1,1,2
MOL_003117,1,1,3
MOL_003118,1,1,4
MOL_003119,1,1,5
MOL_003120,1,1,1
MOL_003121,1,1,5
MOL_003122,1,1,2
MOL_003123,1,1,3
MOL_003124,1,1,4
MOL_003125,1,1,1
MOL_003126,1,1,3
MOL_003127,1,1,4
MOL_003128,1,1,5
MOL_003129,1,1,2
MOL_003130,1,1,1
MOL_003131,1,1,5
MOL_003132,2,1,3
MOL_003133,6,1,2
MOL_003134,1,1,4
MOL_003135,2,1,5
MOL_003136,1,1,1
MOL_003137,1,1,2
MOL_003138,1,1,3
MOL_003139,1,1,1
MOL_003140,1,1,4
MOL_003141,1,1,5
MOL_003142,1,1,1
MOL_003143,1,1,2
MOL_003144,1,1,3
MOL_003145,1,1,4
MOL_003146,1,1,1
MOL_003147,1,1,5
MOL_003148,1,1,4
MOL_003149,1,1,1
MOL_003150,1,1,2
MOL_003151,1,1,5
MOL_003152,1,1,3
MOL_003153,1,1,4
MOL_003154,1,1,1
MOL_003155,1,1,2
MOL_003156,1,1,4
MOL_003157,1,1,3
MOL_003158,1,1,5
MOL_003159,1,1,4
MOL_003160,4,1,1
MOL_003161,1,1,2
MOL_003162,3,1,3
MOL_003163,1,1,4
MOL_003164,1,1,5
MOL_003165,4,1,2
MOL_003166,1,1,3
MOL_003167,1,1,4
MOL_003168,1,1,5
MOL_003169,4,1,1
MOL_003170,1,1,2
MOL_003171,1,1,1
MOL_003172,2,1,3
MOL_003173,1,1,4
MOL_003174,2,1,5
MOL_003175,3,1,3
MOL_003176,2,1,4
MOL_003177,1,1,1
MOL_003178,1,1,2
MOL_003179,1,1,5
MOL_003180,1,1,2
MOL_003181,1,1,1
MOL_003182,1,1,4
MOL_003183,1,1,5
MOL_003184,2,1,2
MOL_003185,1,1,3
MOL_003186,1,1,1
MOL_003187,2,1,2
MOL_003188,1,1,4
MOL_003189,1,1,3
MOL_003190,1,1,5
MOL_003191,1,1,1
MOL_003192,1,1,2
MOL_003193,1,1,3
MOL_003194,1,1,5
MOL_003195,3,1,4
MOL_003196,1,1,2
MOL_003197,1,1,1
MOL_003198,1,1,2
MOL_003199,1,1,3
MOL_003200,1,1,4
MOL_003201,1,1,5
MOL_003202,1,1,1
MOL_003203,1,1,4
MOL_003204,1,1,2
MOL_003205,1,1,5
MOL_003206,1,1,3
MOL_003207,1,1,5
MOL_003208,1,1,5
MOL_003209,1,1,1
MOL_003210,1,1,2
MOL_003211,1,1,3
MOL_003212,1,1,4
MOL_003213,1,1,2
MOL_003214,1,1,1
MOL_003215,1,1,3
MOL_003216,1,1,5
MOL_003217,1,1,1
MOL_003218,1,1,3
MOL_003219,1,1,2
MOL_003220,1,1,4
MOL_003221,1,1,2
MOL_003222,1,1,1
MOL_003223,1,1,3
